,id,questions
178,72a6dbdd-e1f7-47a5-b2a7-e46259ae7cdf,"Classic rhubarb crumble that uses self-raising flour and chilled butter, prep 20 min, cook 60 min — is there a straightforward recipe?"
178,72a6dbdd-e1f7-47a5-b2a7-e46259ae7cdf,"Family-friendly rhubarb crumble dessert, roughly 440 kcal per serving and rated 5 stars — what's the recipe?"
178,72a6dbdd-e1f7-47a5-b2a7-e46259ae7cdf,Rhubarb crumble with golden caster sugar and a crunchy walnut topping — how many does this serve and is it easy to make?
179,89f93c00-40d7-4332-b7a8-658b4226306f,Easy treacle tart with golden syrup and chopped stem ginger — is this a good family dessert recipe?
179,89f93c00-40d7-4332-b7a8-658b4226306f,Treacle tart with crumbly pastry and fresh white breadcrumbs — how long does it take to prepare and cook (around 95 minutes)?
179,89f93c00-40d7-4332-b7a8-658b4226306f,Classic British treacle tart to serve with ice cream or clotted cream — does this version include lemon zest and stem ginger in syrup?
179,89f93c00-40d7-4332-b7a8-658b4226306f,"Simple, rated-4 treacle tart using cold butter pastry — is it suitable for beginner bakers?"
179,89f93c00-40d7-4332-b7a8-658b4226306f,Family-sized treacle tart using 400g golden syrup and 100g breadcrumbs — what are the ingredient amounts and overall difficulty?
180,6e8e00b3-9a88-45d2-9baf-c38b3aed9ed3,Easy family peanut butter & jam pudding with frozen berries and salted peanuts — where can I find the recipe?
180,6e8e00b3-9a88-45d2-9baf-c38b3aed9ed3,How long does it take to make a peanut butter and jam sponge pudding (about 75 minutes total)?
180,6e8e00b3-9a88-45d2-9baf-c38b3aed9ed3,Recipe for a peanut butter & jam pudding using strawberry or raspberry jam and served with vanilla ice cream?
180,6e8e00b3-9a88-45d2-9baf-c38b3aed9ed3,"Looking for a simple, 4-star peanut butter and jam family dessert that uses peanut butter in the sponge — any suggestions?"
180,6e8e00b3-9a88-45d2-9baf-c38b3aed9ed3,"Can I make a baked pudding combining peanut butter, jam and frozen mixed berries with salted butter and peanuts?"
181,0e50b891-5843-41a4-ba81-823c5667b15a,Easy lemon & rhubarb rice pudding with lemon curd and stem ginger — what are the ingredient amounts and total cooking time?
181,0e50b891-5843-41a4-ba81-823c5667b15a,Family dessert: recipe for rhubarb and lemon curd rice pudding made with pudding rice and double cream — how long does it take to cook?
181,0e50b891-5843-41a4-ba81-823c5667b15a,How do I make a zesty rhubarb and lemon rice pudding that uses chopped stem ginger in syrup?
181,0e50b891-5843-41a4-ba81-823c5667b15a,"Quick search: simple, easy rice pudding with rhubarb and lemon curd (about 65 minutes total) — is this a 4-star recipe?"
181,0e50b891-5843-41a4-ba81-823c5667b15a,Lemon and rhubarb rice pudding using 1 litre milk and 3–4 tbsp lemon curd — how many portions does this make and what's the prep time?
182,5f5a6ec6-825e-4731-8216-db72a870f6ba,Kid-friendly chocolate brownie cake recipe that's easy and ready in about 15 minutes?
182,5f5a6ec6-825e-4731-8216-db72a870f6ba,Easy family dessert brownie cake using plain chocolate and a tablespoon of golden syrup — any tips for success?
182,5f5a6ec6-825e-4731-8216-db72a870f6ba,Quick chocolate brownie cake with muscovado (or light brown) sugar and cocoa powder — perfect for baking with kids?
182,5f5a6ec6-825e-4731-8216-db72a870f6ba,"Simple, highly rated (5-star) brownie cake — about 500 kcal per serving, made with butter, eggs and plain flour?"
182,5f5a6ec6-825e-4731-8216-db72a870f6ba,How do I make an easy chocolate brownie cake with 2 eggs and 100g butter for a weekend family dessert?
183,c0f59fb0-81c0-4fad-bca3-984659763e02,"Easy chocolate cake with an airy, light sponge and rich buttercream — ready in about 55 minutes?"
183,c0f59fb0-81c0-4fad-bca3-984659763e02,Simple party chocolate cake recipe that uses milk chocolate plus dark and white chocolate for decoration?
183,c0f59fb0-81c0-4fad-bca3-984659763e02,Beginner-friendly chocolate sponge using golden caster sugar and 4 large eggs (35 min prep)?
183,c0f59fb0-81c0-4fad-bca3-984659763e02,"Light chocolate layer cake with cocoa buttercream filling, easy level and 5-star rated?"
183,c0f59fb0-81c0-4fad-bca3-984659763e02,Chocolate cake that uses self-raising flour and only a 20-minute bake time — quick afternoon tea cake?
184,e2f7240c-738c-4df1-809c-74972880b9d2,"Easy storecupboard chocolate hazelnut cake with ground hazelnuts and 70% dark chocolate — how long does it take to make (prep 20 min, cook 75 min)?"
184,e2f7240c-738c-4df1-809c-74972880b9d2,Recipe for a chocolate hazelnut cake using 140g ground hazelnuts and natural yogurt — pantry-friendly and rated 5 stars?
184,e2f7240c-738c-4df1-809c-74972880b9d2,"Looking for an easy pudding-style chocolate cake made from storecupboard ingredients, topped with halved roasted hazelnuts — any recipes?"
184,e2f7240c-738c-4df1-809c-74972880b9d2,"How to make a dense chocolate hazelnut cake that uses dark brown soft sugar, plenty of dark chocolate and ground hazelnuts?"
184,e2f7240c-738c-4df1-809c-74972880b9d2,Storecupboard chocolate cake (easy) with cocoa powder and ground hazelnuts — ingredient list and baking time?
185,211ce093-3fdb-431c-abfe-8c0fd2b2d0b1,"Easy marble bundt cake with chocolate and vanilla sponge — is there a recipe that takes about 90 minutes total (30 min prep, 60 min bake)?"
185,211ce093-3fdb-431c-abfe-8c0fd2b2d0b1,Beginner-friendly marble bundt cake that uses 6 eggs (separated) — will this be suitable for first-time bakers?
185,211ce093-3fdb-431c-abfe-8c0fd2b2d0b1,"What's a simple bundt cake recipe using cocoa powder and vanilla sugar, finished with a dusting of icing sugar?"
185,211ce093-3fdb-431c-abfe-8c0fd2b2d0b1,Any easy marble bundt cake recipes rated around 4 stars that are good for a charity bake sale or celebration?
185,211ce093-3fdb-431c-abfe-8c0fd2b2d0b1,Can I make a moist marble bundt sponge using 180g butter and 250ml milk or cream — any tips for a reliable result?
186,7e8b5129-3c28-4f67-96fc-e511b91d1856,Easy Sachertorte recipe with the traditional apricot jam layer and a glossy mirror chocolate glaze?
186,7e8b5129-3c28-4f67-96fc-e511b91d1856,How can I bake a Viennese Sachertorte in about 120 minutes that's beginner-friendly and highly rated?
186,7e8b5129-3c28-4f67-96fc-e511b91d1856,Any Sachertorte recipes that use apricot liqueur (or juice) for the jam layer and tips for flavor balance?
186,7e8b5129-3c28-4f67-96fc-e511b91d1856,Recipe for Sachertorte using 200g dark chocolate and a ganache/glaze made with 170ml double cream and milk chocolate?
186,7e8b5129-3c28-4f67-96fc-e511b91d1856,Home baker's Sachertorte — easy method that uses 8 eggs and simple pantry ingredients?
187,34f0127d-7c5d-4b0c-ba68-9f7902793d0c,Easy chocolate fridge cake with mixed dried fruit (raisins) soaked in brandy and crunchy digestive biscuits — is there a recipe that takes about 20 minutes prep?
187,34f0127d-7c5d-4b0c-ba68-9f7902793d0c,"No-bake fridge cake using 300g 70% dark chocolate, 125g butter and golden syrup — where can I find that recipe?"
187,34f0127d-7c5d-4b0c-ba68-9f7902793d0c,"Teatime chocolate fridge cake with crushed digestive biscuits and toasted flaked almonds or roasted hazelnuts — easy pudding, 4-star recipe?"
187,34f0127d-7c5d-4b0c-ba68-9f7902793d0c,Can I swap fruit juice for brandy in a chocolate fridge cake that uses mixed dried fruit and digestive biscuits?
187,34f0127d-7c5d-4b0c-ba68-9f7902793d0c,"How many portions does a chocolate fridge cake made with 13 digestive biscuits and 100g chopped nuts serve, and is it truly no-bake?"
188,268d0f15-955f-486c-9eca-05f0b0bda8ba,Easy Chocolate Swiss roll with vanilla cream filling — can I make this in about 40 minutes?
188,268d0f15-955f-486c-9eca-05f0b0bda8ba,Chocolate Swiss roll recipe using cocoa powder and 3 eggs — is it okay to make it a day ahead?
188,268d0f15-955f-486c-9eca-05f0b0bda8ba,Nostalgic Swiss roll dusted with icing sugar and served in slices — what's a simple beginner-friendly version?
188,268d0f15-955f-486c-9eca-05f0b0bda8ba,How do I whip up a chocolate roll filling with double cream and vanilla extract for an easy pudding?
188,268d0f15-955f-486c-9eca-05f0b0bda8ba,4-star Chocolate Swiss roll made with golden caster sugar — any tips on getting a soft sponge and portion sizes?
189,ec825e73-ea42-435c-af67-b3b0e8d7850e,Easy chocolate & raspberry birthday layer cake using sunflower oil and frozen raspberries — can it be made in about 60 minutes?
189,ec825e73-ea42-435c-af67-b3b0e8d7850e,How do I make a Victoria sponge–style chocolate layer cake with raspberry jam and a whipped raspberry cream filling?
189,ec825e73-ea42-435c-af67-b3b0e8d7850e,Simple 2-layer chocolate cake for a birthday that uses oil instead of butter and has 20 minutes prep / 40 minutes baking — recipe?
189,ec825e73-ea42-435c-af67-b3b0e8d7850e,5-star chocolate and raspberry cake recipe with double cream and icing sugar filling — is this suitable for a beginner baker?
189,ec825e73-ea42-435c-af67-b3b0e8d7850e,Can I make a chocolate sponge with raspberry jam and defrosted frozen raspberries in the cream using basic ingredients like caster sugar and self-raising flour?
190,b2e6d302-fb0d-4b4a-87a7-d87305e385d3,Is there an easy chocolate caramel cake that uses dulce de leche and caramel-flavoured chocolate?
190,b2e6d302-fb0d-4b4a-87a7-d87305e385d3,Quick rich chocolate cake for a summer tea party — about 50 minutes total and easy to make?
190,b2e6d302-fb0d-4b4a-87a7-d87305e385d3,"Recipe for a chocolate caramel cake made with light muscovado sugar and soured cream, finished with double cream?"
190,b2e6d302-fb0d-4b4a-87a7-d87305e385d3,Looking for a decadent chocolate caramel cake around 597 kcal per serving and rated 4 stars — where is it?
190,b2e6d302-fb0d-4b4a-87a7-d87305e385d3,Easy pudding-style chocolate caramel cake that uses 300g butter and 300g muscovado sugar — any recipes?
191,6674f116-c65b-4f6e-952d-961c9f1081fd,Easy chocolate birthday cake using wholemeal self-raising flour and natural yogurt — ready in about 45 minutes?
191,6674f116-c65b-4f6e-952d-961c9f1081fd,Chocolate birthday cake for a kids' party decorated with golden icing sugar cocoa frosting and mixed white/plain/milk chocolate squares?
191,6674f116-c65b-4f6e-952d-961c9f1081fd,"Simple, beginner-friendly chocolate birthday cake recipe with golden caster sugar and 250g yogurt — is there an easy version?"
191,6674f116-c65b-4f6e-952d-961c9f1081fd,Quick chocolate birthday cake with a 25-minute bake time and approx 432 kcal per serving — recipe?
191,6674f116-c65b-4f6e-952d-961c9f1081fd,Low-effort chocolate birthday cake (rating 4) that uses wholemeal flour and makes a good party centrepiece?
192,13e990b7-b289-4459-85b8-8e6bdd240e44,Easy recipe for a salted dark chocolate and courgette cake topped with rye crumbs?
192,13e990b7-b289-4459-85b8-8e6bdd240e44,Chocolate zucchini cake with rye and spelt flour — a 90-minute pudding-style bake with flaky sea salt?
192,13e990b7-b289-4459-85b8-8e6bdd240e44,"How do I make a rich 75–80% dark chocolate cake using grated courgettes and buttermilk, finished with rye crumb topping?"
192,13e990b7-b289-4459-85b8-8e6bdd240e44,"Looking for an easy, moist chocolate cake that uses courgettes and has a chocolate buttercream (icing sugar + cocoa) and sea salt finish?"
192,13e990b7-b289-4459-85b8-8e6bdd240e44,"4-star salted dark chocolate, rye & courgette cake — good way to use up a glut of courgettes and how long does it take to bake?"
193,34b66831-cdc3-4dfc-adb7-850a4a2179ac,Easy chocolate & sesame loaf cake with tahini — is there a recipe that makes two loaves so I can freeze one?
193,34b66831-cdc3-4dfc-adb7-850a4a2179ac,Chocolate tahini loaf with sesame snaps and a coffee/espresso kick — how long does it take (around 2h15 total)?
193,34b66831-cdc3-4dfc-adb7-850a4a2179ac,Looking for an easy 4-star chocolate cake using tahini and dark chocolate — does it use sour cream and a chocolate ganache?
193,34b66831-cdc3-4dfc-adb7-850a4a2179ac,"Can I find a loaf cake recipe that combines dark chocolate, tahini and sesame snaps with only 20 minutes prep?"
193,34b66831-cdc3-4dfc-adb7-850a4a2179ac,Simple chocolate sesame loaf recipe for home bakers — includes strong coffee/espresso and is suitable for freezing one of the two cakes?
194,45c81dce-3ab3-4a84-9369-0276f6074b89,"How can I make a dark chocolate, coconut & passion fruit mousse cake (chocolate sponge with coconut mousse and dark chocolate ganache) in around 90 minutes?"
194,45c81dce-3ab3-4a84-9369-0276f6074b89,Is there a recipe that uses passion fruit pulp and 6 gelatine leaves plus coconut rum (Malibu) for a showstopping mousse cake?
194,45c81dce-3ab3-4a84-9369-0276f6074b89,"What's the best way to assemble a challenging party centrepiece cake with 70% dark chocolate ganache, coconut cream mousse and toasted coconut topping?"
194,45c81dce-3ab3-4a84-9369-0276f6074b89,Are there vegetarian or gelatin-free substitutions for the gelatine in a passion fruit and coconut mousse cake?
194,45c81dce-3ab3-4a84-9369-0276f6074b89,"How many people does this dark chocolate, coconut & passion fruit mousse cake serve and can it be made ahead for a party?"
195,a41a634d-6b0f-4f4c-a470-7b66760b03c1,"Is there an easy vegan, gluten-free chocolate cake recipe that uses avocado and takes about 55 minutes total?"
195,a41a634d-6b0f-4f4c-a470-7b66760b03c1,"How can I make a fudgy vegan chocolate cake with mashed avocado and dairy-free sunflower spread (no eggs, dairy or nuts)?"
195,a41a634d-6b0f-4f4c-a470-7b66760b03c1,Beginner-friendly vegan chocolate cake using soya milk and vegetable oil — simple recipe with a rich dairy-free chocolate frosting?
195,a41a634d-6b0f-4f4c-a470-7b66760b03c1,Vegan gluten-free chocolate cake recipe using 70% dairy-free chocolate and avocado — any tips for decorating with vegan sprinkles?
195,a41a634d-6b0f-4f4c-a470-7b66760b03c1,"Quick, easy vegan chocolate cake (about 30 min prep, 25 min bake) that's wheat-free and rated 4 stars?"
196,2faee3ee-92db-4f29-b968-dd90475f4960,Where can I find a gravity-defying chocolate sweetie cake recipe that uses milk chocolate fingers and sugar-coated tubes for a kids' party?
196,2faee3ee-92db-4f29-b968-dd90475f4960,Is there a 5-star anti-gravity sweetie cake that takes around 95 minutes total and is listed as 'more effort'?
196,2faee3ee-92db-4f29-b968-dd90475f4960,Chocolate party cake recipe with buttermilk and strong coffee — any gravity-defying sweetie cake like that?
196,2faee3ee-92db-4f29-b968-dd90475f4960,How do I make a showstopping sweetie cake decorated with 8 tubes of sweets and a bendy straw for a levitating effect?
196,2faee3ee-92db-4f29-b968-dd90475f4960,Looking for a chocolate sweetie cake recipe using light brown soft sugar and chopped milk chocolate — suitable for birthdays and rated highly?
197,3e485374-9126-488d-9c6a-80b7c14f03c6,Easy brownie-style chocolate cake with chopped pecans — recipe that takes about 65 minutes total?
197,3e485374-9126-488d-9c6a-80b7c14f03c6,How do I make a simple chocolate brownie cake using dark chocolate and separated eggs (no fancy techniques)?
197,3e485374-9126-488d-9c6a-80b7c14f03c6,"Quick pudding-style chocolate brownie cake, rated 5 stars and ready in about an hour — any easy recipes?"
197,3e485374-9126-488d-9c6a-80b7c14f03c6,Is there an easy chocolate brownie cake recipe around 405 kcal per portion that uses pecan nuts?
197,3e485374-9126-488d-9c6a-80b7c14f03c6,Simple brownie cake using 225g dark chocolate and 175g butter with 20 minutes prep — where can I find it?
198,5282d4da-05cd-4b7b-8223-b7fbba99b5ff,How can I make a Cookies & Cream party cake with chocolate sponges and a biscuit icing using filled chocolate biscuits?
198,5282d4da-05cd-4b7b-8223-b7fbba99b5ff,Looking for a celebration cake recipe that uses buttermilk and strong coffee in the sponge and takes about 1 hour 50 minutes total—any ideas?
198,5282d4da-05cd-4b7b-8223-b7fbba99b5ff,5-star party cake recipe that's 'more effort' but uses cream cheese icing and wooden skewers to display biscuit decorations?
198,5282d4da-05cd-4b7b-8223-b7fbba99b5ff,Can I bake a towering cookies & cream cake for a party using around 10 filled chocolate biscuits and some white chocolate garnish?
198,5282d4da-05cd-4b7b-8223-b7fbba99b5ff,"Party cake idea with cocoa sponge, light brown soft sugar and coloured fondant (blue/green) for decorating—is there a recipe like that?"
199,2c010aef-51b6-4d4e-9731-9fa2e9ed586c,"How do I make a showstopper malted chocolate drip cake with Maltesers, cream cheese icing and a dark chocolate ganache?"
199,2c010aef-51b6-4d4e-9731-9fa2e9ed586c,Is there a detailed multi-layer malted drip cake recipe that uses powdered malt drink and takes about 3 hours (marked as a challenge)?
199,2c010aef-51b6-4d4e-9731-9fa2e9ed586c,"Can I make the malted drip cake ahead for a big occasion, and how well does it keep once iced with cream cheese frosting?"
199,2c010aef-51b6-4d4e-9731-9fa2e9ed586c,"Looking for a 5-star, showstopper malted drip cake with malted cream cheese icing and chocolate ganache — is this suitable for advanced bakers?"
199,2c010aef-51b6-4d4e-9731-9fa2e9ed586c,"What key ingredients are in a malted drip cake — does this recipe use Maltesers, powdered malt drink, golden syrup and dark chocolate ganache?"
200,5da0f3b6-66c5-4414-b997-ecfc75329ecd,Easy chocolate and lime cake with lime buttercream filling and candied lime zest — recipe (about 110 minutes)?
200,5da0f3b6-66c5-4414-b997-ecfc75329ecd,Recipe for a zesty chocolate cake with chocolate-and-lime icing using 70% dark chocolate and lime marmalade?
200,5da0f3b6-66c5-4414-b997-ecfc75329ecd,"Looking for a 5-star, beginner-friendly chocolate & lime cake that uses lime buttercream and candied zest — ingredients and timings?"
200,5da0f3b6-66c5-4414-b997-ecfc75329ecd,Chocolate cake with lime buttercream filling and a chocolate-lime glaze — can I make this in under 2 hours?
200,5da0f3b6-66c5-4414-b997-ecfc75329ecd,How to make an easy chocolate and lime pudding-style cake decorated with candied lime zest?
201,dc8dc804-7741-4d4e-a225-068b762507c6,"Kid-friendly courgette muffins with apple and orange — easy baking with kids, about 60 minutes total?"
201,dc8dc804-7741-4d4e-a225-068b762507c6,Easy courgette and sultana muffins topped with soft cheese icing — suitable for cooks aged 8–14?
201,dc8dc804-7741-4d4e-a225-068b762507c6,"What’s a quick muffin recipe using courgette, cinnamon and golden caster sugar (around 272 kcal per serving)?"
201,dc8dc804-7741-4d4e-a225-068b762507c6,Simple baking-with-kids courgette muffins using self-raising flour and melted butter — 25 minutes cooking time?
201,dc8dc804-7741-4d4e-a225-068b762507c6,"4-star, easy courgette muffin recipe — how many muffins does it make and is it good for beginner bakers?"
202,8797644e-4bf6-4902-accd-cc8c12f2a3d9,"Quick, kid-friendly chocolate cornflake cakes — easy 15-minute recipe using golden syrup and cornflakes?"
202,8797644e-4bf6-4902-accd-cc8c12f2a3d9,Simple no-bake cornflake and chocolate treats made with butter and broken milk or dark chocolate — any tips for success?
202,8797644e-4bf6-4902-accd-cc8c12f2a3d9,Are these cornflake cakes a good option for a kids' baking session and roughly 121 kcal per piece?
202,8797644e-4bf6-4902-accd-cc8c12f2a3d9,How can I keep chocolate cornflake cakes crispy — does using milk vs dark chocolate affect the texture?
202,8797644e-4bf6-4902-accd-cc8c12f2a3d9,"Looking for a 4-star, easy chocolate cornflake cakes recipe that only takes about 10–15 minutes to prepare and cook"
203,47d213ae-d76c-460b-85e2-086fa5e5e07f,"How do I make a number-shaped birthday cake topped with mini meringues, macarons and raspberries?"
203,47d213ae-d76c-460b-85e2-086fa5e5e07f,Looking for a baking-with-kids number cake recipe with lemon buttercream and jam that takes about 80 minutes—any suggestions?
203,47d213ae-d76c-460b-85e2-086fa5e5e07f,Is there a 5-star number birthday cake recipe that's 'more effort' but decorated with biscuits and mini meringues?
203,47d213ae-d76c-460b-85e2-086fa5e5e07f,Recipe for a lemon-zested number cake that's a kids' birthday showstopper?
203,47d213ae-d76c-460b-85e2-086fa5e5e07f,"How to bake a number cake using butter and self-raising flour, finished with macarons and raspberries?"
204,463370a8-2142-4c49-86cd-64d23b05cc35,Easy chocolate brownie cake to bake with kids that uses golden syrup and muscovado or light brown sugar — ready in about 15 minutes?
204,463370a8-2142-4c49-86cd-64d23b05cc35,Quick 15‑minute chocolate brownie cake recipe (kid-friendly) — what ingredients and steps do I need?
204,463370a8-2142-4c49-86cd-64d23b05cc35,Simple brownie cake with plain chocolate and cocoa powder for a family weekend bake — is there a very easy version?
204,463370a8-2142-4c49-86cd-64d23b05cc35,5‑star rated chocolate brownie cake that's suitable for baking with children and around 500 kcal per serving — any quick recipes?
204,463370a8-2142-4c49-86cd-64d23b05cc35,"No-fuss, easy chocolate brownie cake using eggs, vanilla and golden syrup — good for baking with kids?"
205,52e3136f-507f-4c5d-8bcf-31f894646af8,Easy no-bake orange cheesecake recipe kids can help make with a digestive biscuit base?
205,52e3136f-507f-4c5d-8bcf-31f894646af8,No-bake orange mascarpone cheesecake ready in about 25 minutes — what ingredients do I need?
205,52e3136f-507f-4c5d-8bcf-31f894646af8,"Child-friendly no-bake cheesecake using cream cheese/curd and double cream, topped with orange segments?"
205,52e3136f-507f-4c5d-8bcf-31f894646af8,Quick no-bake orange cheesecake (around 630 kcal per serving) — is this suitable for a small party?
205,52e3136f-507f-4c5d-8bcf-31f894646af8,Top-rated (5-star) easy no-bake orange cheesecake that uses 15 digestive biscuits and orange zest — how hard is it to make?
206,d1bd8e53-c6b3-49f8-a454-3c9b2dfbd53a,Easy raspberry ripple cake with marshmallows — kid-friendly bake that takes about 60 minutes?
206,d1bd8e53-c6b3-49f8-a454-3c9b2dfbd53a,"How do I make a simple raspberry and marshmallow cake for baking with kids (20 min prep, 40 min cook)?"
206,d1bd8e53-c6b3-49f8-a454-3c9b2dfbd53a,Raspberry ripple cake using a 200g punnet of raspberries and 140g marshmallows — is this recipe good for beginners?
206,d1bd8e53-c6b3-49f8-a454-3c9b2dfbd53a,Family-friendly raspberry marshmallow cake with roughly 386 kcal per slice — what's the recipe?
206,d1bd8e53-c6b3-49f8-a454-3c9b2dfbd53a,4-star rainy day raspberry ripple cake to make with kids — quick and fun dessert ideas?
207,62c3aa7f-570f-4a6f-ab06-6748ef766c8c,Quick Father's Day cupcakes with natural yogurt and ground almonds — can these be made in about 20 minutes?
207,62c3aa7f-570f-4a6f-ab06-6748ef766c8c,"Easy, kid-friendly Father's Day cupcakes (rated 4) — can I make them extra chocolatey by swapping a bit of flour for cocoa?"
207,62c3aa7f-570f-4a6f-ab06-6748ef766c8c,What's a simple chocolate butter icing to top Father's Day cupcakes with melted chocolate and icing sugar?
207,62c3aa7f-570f-4a6f-ab06-6748ef766c8c,Are these Father's Day cupcakes very rich—do they have around 492 kcal and 32g fat per serving?
207,62c3aa7f-570f-4a6f-ab06-6748ef766c8c,Family baking idea: simple Father's Day cupcakes using yogurt and melted butter — will they hold up to decorating with nuts or sweets on top?
208,6b7160a7-6966-4e5f-8ed9-4af305fc9b78,Easy iced fairy cakes to bake with kids (8–14) — about 60 minutes total and fun to decorate with sprinkles and marshmallows?
208,6b7160a7-6966-4e5f-8ed9-4af305fc9b78,Beginner-friendly fairy cakes recipe that uses 100g self-raising flour and a butter icing made with 200g butter?
208,6b7160a7-6966-4e5f-8ed9-4af305fc9b78,How long do these iced fairy cakes take to prepare and bake (this one lists 40 min prep + 20 min cook)?
208,6b7160a7-6966-4e5f-8ed9-4af305fc9b78,"Is this 5-star, easy-level iced fairy cakes recipe suitable as a baking activity for 8–14 year olds?"
208,6b7160a7-6966-4e5f-8ed9-4af305fc9b78,What’s the nutritional info for these iced fairy cakes — roughly 331 kcal and 22g fat per cake?
209,7bd7762a-6d26-4c1f-b585-2762ce890c10,"Easy, very chocolatey birthday cake kids can help make that uses chocolate drops and melted chocolate?"
209,7bd7762a-6d26-4c1f-b585-2762ce890c10,Quick kid-friendly chocolate cake recipe that takes about 60 minutes total and is rated 4 stars?
209,7bd7762a-6d26-4c1f-b585-2762ce890c10,Indulgent chocolate cake with a rich chocolate icing (uses a lot of butter and 400g melted chocolate) — is there a simple recipe for beginners?
209,7bd7762a-6d26-4c1f-b585-2762ce890c10,Simple baking-with-kids chocolate cake using cocoa powder and 3 eggs—suitable for novice bakers?
209,7bd7762a-6d26-4c1f-b585-2762ce890c10,Rich chocolate cake recipe (around 235 kcal per serving) that kids can make for a friend's party?
210,304c89f8-88ce-4ca3-be59-3b7c5cc8368d,Easy sticky upside-down banana cake recipe with muscovado sugar — is this suitable for baking with kids?
210,304c89f8-88ce-4ca3-be59-3b7c5cc8368d,Upside-down banana cake that uses vanilla bean paste and soured cream — total time around 80 minutes?
210,304c89f8-88ce-4ca3-be59-3b7c5cc8368d,Family-friendly banana upside-down cake using 4 bananas and light muscovado — simple method for teens?
210,304c89f8-88ce-4ca3-be59-3b7c5cc8368d,5-star sticky banana cake with cinnamon and ground ginger — good choice for a beginner bake with children?
210,304c89f8-88ce-4ca3-be59-3b7c5cc8368d,Caramelized-top banana cake using 300g golden caster sugar — how long does it need to bake (about 65 minutes)?
211,1870c9a1-e519-4b59-aa4c-c594cb063e27,"Is there an easy, kid-friendly recipe for ice cream cone cakes made with flat-bottomed wafer cones and a light custard vanilla sponge?"
211,1870c9a1-e519-4b59-aa4c-c594cb063e27,How can I make 12 ice cream cone cakes filled with custard and topped with buttercream and sprinkles — ready in about 45 minutes?
211,1870c9a1-e519-4b59-aa4c-c594cb063e27,"Simple recipe that uses custard powder and vanilla paste to bake sponge inside wafer cones and decorate like ice cream (chocolate, glacé cherries, sauces)?"
211,1870c9a1-e519-4b59-aa4c-c594cb063e27,"Looking for a 5-star, beginner-friendly cone cake recipe for baking with kids — uses buttercream decoration and classic ice cream toppings. Any tips?"
211,1870c9a1-e519-4b59-aa4c-c594cb063e27,"Can these wafer cone cakes be prepared ahead for a party, and will they hold toppings like wafers, sprinkles and chocolate after baking (total time ~45 mins)?"
212,de1b664e-16dc-4350-879a-d0a406e37811,Easy giant cookie cake studded with milk and white chocolate chips — can I make this in about 45 minutes?
212,de1b664e-16dc-4350-879a-d0a406e37811,Kid-friendly chewy cookie cake with lots of chocolate chips — suitable for baking with kids?
212,de1b664e-16dc-4350-879a-d0a406e37811,"Recipe that uses self-raising flour and cornflour for a large chocolate-chip cookie cake, best served with vanilla ice cream?"
212,de1b664e-16dc-4350-879a-d0a406e37811,Cookie cake that calls for 1 egg plus an extra yolk and has 20 minutes prep / 25 minutes cooking — where can I find this recipe?
212,de1b664e-16dc-4350-879a-d0a406e37811,4-star giant cookie cake by Lisa Lipman — is it better served warm with ice cream or cold for a chewy texture?
213,a68b3454-18d4-471f-99f3-b910a8ca8dc0,Easy blueberry lemon cake with coconut crumble topping — is this the 60-minute bake that's good for baking with kids?
213,a68b3454-18d4-471f-99f3-b910a8ca8dc0,"Blueberry and lemon cake with lemon curd and desiccated coconut crumble — is this the sticky, pudding-like tray bake straight from the tin?"
213,a68b3454-18d4-471f-99f3-b910a8ca8dc0,Highly rated (5-star) blueberry lemon cake with coconut topping — how rich is it and is it really around 446 kcal per serving?
213,a68b3454-18d4-471f-99f3-b910a8ca8dc0,Simple kid-friendly lemon & blueberry tray bake using lemon curd and desiccated coconut — suitable for beginner bakers with 15 minutes prep?
213,a68b3454-18d4-471f-99f3-b910a8ca8dc0,"Blueberry lemon cake with coconut crumble and a soft, sticky texture — does it use a lot of butter and eggs (rich dessert)?"
214,e031b542-a6e8-4edf-9a55-898b5eae53a7,Kid-friendly Peach Melba pop pies with raspberries and canned peach slices — is there an easy 50-minute recipe?
214,e031b542-a6e8-4edf-9a55-898b5eae53a7,Easy pop pie recipe using ready shortcrust pastry and a honey-cornflour peach-raspberry filling?
214,e031b542-a6e8-4edf-9a55-898b5eae53a7,How do I make small Peach Melba hand pies I can decorate with icing sugar and freeze-dried raspberries for kids?
214,e031b542-a6e8-4edf-9a55-898b5eae53a7,5-star rated peach and raspberry pop pies — quick prep (about 30 minutes) and simple steps for beginners?
214,e031b542-a6e8-4edf-9a55-898b5eae53a7,"Quick fruity pop pies with peaches, raspberries and a cornflour-thickened filling — how long do they need to bake (about 20 mins)?"
215,b63f7b64-0f67-470e-8851-0475fec3eb7a,Mixed fruit tart with vanilla mascarpone and mixed berries — kid-friendly pastry that takes about 60 minutes?
215,b63f7b64-0f67-470e-8851-0475fec3eb7a,"Recipe for a more-effort mixed berry and cherry tart using mascarpone cream (prep 25 min, bake 35 min)?"
215,b63f7b64-0f67-470e-8851-0475fec3eb7a,5-star mixed fruit tart made with mascarpone and double cream — good as a kids' baking project?
215,b63f7b64-0f67-470e-8851-0475fec3eb7a,"How do I make a shortcrust-based fruit tart using plain flour, chilled butter and an egg yolk, topped with redcurrants and assorted berries?"
